period,minute,seconds,matchId,type,swimoff_homeTeamSwimmer_playerId,swimoff_homeTeamSwimmer_teamId,swimoff_awayTeamSwimmer_teamId,swimoff_awayTeamSwimmer_playerId,swimoff_winnerSwimmer_teamId,swimoff_winnerSwimmer_playerId,shot_teamId,shot_type,shot_takenBy_playerId,shot_takenBy_teamId,shot_assistedBy_playerId,shot_isGoal,shot_isFastBreak,shot_isDirectFromFoul,shot_locationX,shot_locationY,shot_targetX,shot_targetY,shot_savedBy_playerId,shot_savedBy_teamId,shot_blockedBy_playerId,shot_blockedBy_teamId,shot_blockedBy_positionId,turnover_teamId,turnover_type,turnover_lostPossesionPlayer_playerId,turnover_lostPossesionPlayer_teamId,turnover_wonPossesionPlayer_playerId,turnover_wonPossesionPlayer_teamId,exclusion_teamId,exclusion_type,exclusion_excludedPlayer_playerId,exclusion_excludedPlayer_teamId,exclusion_fouledPlayer_playerId,exclusion_fouledPlayer_teamId,exclusion_isPenaltyExclusion,exclusion_isDoubleExclusion,exclusion_locationX,exclusion_locationY,timeout_teamId,team_id,swimoff_home,swimoff_away,swimoff_winner,shot_taken_by,shot_assist_by,shot_saved_by,turnover_lost_by,turnover_won_by,exclusion_foul_by,exclusion_drawn_by,shot_blocked_by,home_team_id,away_team_id,game_time_seconds,team_id_last,game_time_seconds_last
Fourth_Period,5,9,12187,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1193.0,1193.0, , , , , , , , , , , ,78,1193,309,78.0,316.0
Fourth_Period,4,42,12187,Shot,,,,,,,1193.0,Regular_Attack,25430.0,1193.0,,False,False,False,0.696,0.126,,,,,16.0,78.0,401.0,,,,,,,,,,,,,,,,,,1193.0, , , ,Brett Sneddon, , , , , , ,Milos Cuk,78,1193,282,78.0,309.0
Fourth_Period,4,3,12187,Shot,,,,,,,1193.0,Regular_Attack,19519.0,1193.0,,False,False,False,0.476,0.311,,,,,439.0,78.0,401.0,,,,,,,,,,,,,,,,,,1193.0, , , , Matthew Neser, , , , , , ,Viktor Rasovic,78,1193,243,78.0,265.0
Fourth_Period,3,15,12187,Turnover,,,,,,,,,,,,,,,,,,,,,,,,1193.0,Lost_Ball,25425.0,1193.0,381.0,78.0,,,,,,,,,,,,1193.0, , , , , , ,Dylan Watt,Sava Randjelovic, , , ,78,1193,195,78.0,224.0
Fourth_Period,2,44,12187,Turnover,,,,,,,,,,,,,,,,,,,,,,,,1193.0,Lost_Ball,5012.0,1193.0,496.0,78.0,,,,,,,,,,,,1193.0, , , , , , ,Ryan Sneddon,Dusan Mandic, , , ,78,1193,164,78.0,171.0
Fourth_Period,2,15,12187,Turnover,,,,,,,,,,,,,,,,,,,,,,,,1193.0,Lost_Ball,25422.0,1193.0,1260.0,78.0,,,,,,,,,,,,1193.0, , , , , , ,Dean Sneddon,Boris Vapenski, , , ,78,1193,135,78.0,155.0
Fourth_Period,1,29,12187,Turnover,,,,,,,,,,,,,,,,,,,,,,,,1193.0,Lost_Ball,25430.0,1193.0,1027.0,78.0,,,,,,,,,,,,1193.0, , , , , , ,Brett Sneddon,Vuk Milojevic, , , ,78,1193,89,78.0,114.0
Fourth_Period,0,19,12187,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1193.0,1193.0, , , , , , , , , , , ,78,1193,19,1193.0,20.0
Fourth_Period,6,38,12217,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1193.0,1193.0, , , , , , , , , , , ,1193,4837,398,1193.0,398.0
Fourth_Period,6,22,12217,Shot,,,,,,,1193.0,Power_Play,25423.0,1193.0,,False,False,False,0.368,0.22,,,,,25474.0,4837.0,401.0,,,,,,,,,,,,,,,,,,1193.0, , , ,Calvin Kuperus, , , , , , ,Dong Xuan Ryan Yap,1193,4837,382,1193.0,398.0
Fourth_Period,5,38,12217,Shot,,,,,,,1193.0,Regular_Attack,25430.0,1193.0,,False,False,False,0.565,0.13,0.694,0.779,25487.0,4837.0,,,,,,,,,,,,,,,,,,,,,1193.0, , , ,Brett Sneddon, ,Ken Chou, , , , , ,1193,4837,338,4837.0,352.0
Fourth_Period,4,46,12217,Shot,,,,,,,1193.0,Regular_Attack,25428.0,1193.0,,False,False,False,0.303,0.248,,,,,,,,,,,,,,,,,,,,,,,,,1193.0, , , ,Tristan Grimett, , , , , , , ,1193,4837,286,4837.0,316.0
Fourth_Period,4,5,12217,Shot,,,,,,,1193.0,Regular_Attack,25422.0,1193.0,,False,False,False,0.511,0.328,0.301,0.915,25487.0,4837.0,,,,,,,,,,,,,,,,,,,,,1193.0, , , ,Dean Sneddon, ,Ken Chou, , , , , ,1193,4837,245,4837.0,270.0
Fourth_Period,3,52,12217,Shot,,,,,,,1193.0,Regular_Attack,25426.0,1193.0,,True,False,False,0.815,0.129,0.212,0.939,,,,,,,,,,,,,,,,,,,,,,,1193.0, , , ,Matthew Bowers, , , , , , , ,1193,4837,232,1193.0,245.0
Fourth_Period,3,16,12217,Exclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4837.0,Exclusion,25477.0,4837.0,5005.0,1193.0,False,False,0.82,0.113,,1193.0, , , , , , , , ,Sanjiv Rajandra,Mangoba Bungane, ,1193,4837,196,4837.0,209.0
Fourth_Period,3,3,12217,Shot,,,,,,,1193.0,Power_Play,5012.0,1193.0,,False,False,False,0.588,0.24,0.49,0.29,,,,,,,,,,,,,,,,,,,,,,,1193.0, , , ,Ryan Sneddon, , , , , , , ,1193,4837,183,1193.0,196.0
Fourth_Period,3,0,12217,Shot,,,,,,,1193.0,Power_Play,25428.0,1193.0,,True,False,False,0.584,0.093,0.636,0.875,,,,,,,,,,,,,,,,,,,,,,,1193.0, , , ,Tristan Grimett, , , , , , , ,1193,4837,180,1193.0,183.0
Fourth_Period,4,58,12382,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1193.0,1193.0, , , , , , , , , , , ,1193,87,298,1193.0,298.0
Fourth_Period,4,43,12382,Turnover,,,,,,,,,,,,,,,,,,,,,,,,1193.0,Lost_Ball,5005.0,1193.0,12434.0,87.0,,,,,,,,,,,,1193.0, , , , , , ,Mangoba Bungane,Andrei Neamtu, , , ,1193,87,283,1193.0,298.0
Fourth_Period,4,25,12382,Turnover,,,,,,,,,,,,,,,,,,,,,,,,1193.0,Lost_Ball,25425.0,1193.0,769.0,87.0,,,,,,,,,,,,1193.0, , , , , , ,Dylan Watt,Eduar-Mihai Dragusin, , , ,1193,87,265,1193.0,283.0
Fourth_Period,3,17,12382,Shot,,,,,,,1193.0,Regular_Attack,25422.0,1193.0,,False,False,False,0.396,0.293,0.34,0.537,769.0,87.0,,,,,,,,,,,,,,,,,,,,,1193.0, , , ,Dean Sneddon, ,Eduar-Mihai Dragusin, , , , , ,1193,87,197,87.0,228.0
Fourth_Period,2,31,12382,Exclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,Exclusion,12434.0,87.0,,,False,False,,,,1193.0, , , , , , , , ,Andrei Neamtu, , ,1193,87,151,87.0,171.0
Fourth_Period,2,21,12382,Shot,,,,,,,1193.0,Power_Play,19519.0,1193.0,,False,False,False,0.211,0.105,,,,,1397.0,87.0,401.0,,,,,,,,,,,,,,,,,,1193.0, , , , Matthew Neser, , , , , , ,Andrei Prioteasa,1193,87,141,1193.0,151.0
Fourth_Period,2,13,12382,Shot,,,,,,,1193.0,Power_Play,19519.0,1193.0,,False,False,False,0.293,0.127,0.357,0.457,769.0,87.0,,,,,,,,,,,,,,,,,,,,,1193.0, , , , Matthew Neser, ,Eduar-Mihai Dragusin, , , , , ,1193,87,133,1193.0,141.0
Fourth_Period,1,36,12382,Shot,,,,,,,1193.0,Regular_Attack,5012.0,1193.0,,False,False,False,0.777,0.257,0.778,0.657,769.0,87.0,,,,,,,,,,,,,,,,,,,,,1193.0, , , ,Ryan Sneddon, ,Eduar-Mihai Dragusin, , , , , ,1193,87,96,87.0,121.0
Fourth_Period,1,3,12382,Turnover,,,,,,,,,,,,,,,,,,,,,,,,1193.0,Lost_Ball,25427.0,1193.0,16647.0,87.0,,,,,,,,,,,,1193.0, , , , , , ,Kelly Geldenhuys,David Belenyesi, , , ,1193,87,63,87.0,73.0
